country,income_cat,n,c,axfin,gamma_SP,k,fa,shew
Sweden,poor,0.2,18728.503979999994,0.6662128,0.5250579807795502,44248.93312942293,0.0016257465035592867,0.8000000000000004
Switzerland,nonpoor,0.8,65996.9414035,0.6177222,1.1032282514708578,237796.01313677698,0.01855599310615353,1.0
Switzerland,poor,0.2,22333.021385999997,0.46041340000000003,0.5870869941165691,60244.961324226286,0.01984657885409275,1.0
Tajikistan,nonpoor,0.8,3056.4823693999992,0.02125592,1.0810478059010467,8089.356991520689,0.09339931578345191,0.6000000000000002
Tajikistan,poor,0.2,977.0181224000002,0.006333106999999999,0.6758087763958138,1898.0101345516082,0.09548094967000224,0.6000000000000002
Tanzania,nonpoor,0.8,2883.2828444074994,0.1217031,1.074468302206768,7019.326145527073,0.008452559370163329,0.8000000000000004
Tanzania,poor,0.2,921.6541273700001,0.04258187,0.7021267911729278,2064.645735904884,0.008097184544828752,0.8000000000000004
Thailand,nonpoor,0.8,17731.717142825,0.46914110000000003,1.153707846464696,74016.46641465822,0.022992939987848873,0.8000000000000004
Thailand,poor,0.2,5256.6637287,0.3132831,0.3851686141412165,20921.25750960189,0.025356374447952308,0.8000000000000004
Togo,nonpoor,0.8,1602.3787369999998,0.08989002,1.1885113460524561,4319.95534007503,0.0058603589106102525,0.2000000000000001
Togo,poor,0.2,337.342892,0.03249362,0.24595461579017527,911.0732189495634,0.006540342495568104,0.2000000000000001
Tunisia,nonpoor,0.8,12537.023257012499,0.1407694,1.0754888172623873,50956.32574035146,0.03257126787351015,0.6000000000000002
Tunisia,poor,0.2,3601.2028219500003,0.04612976,0.6980447309504509,11805.27951710021,0.03569239835475943,0.6000000000000002
Turkey,nonpoor,0.8,27598.407934,0.1221136,1.1523222756567961,67373.91508667915,0.01114469649532443,0.8000000000000004
Turkey,poor,0.2,6548.774763999999,0.04858122,0.39071089737281517,14230.189126666724,0.011371191478182066,0.8000000000000004
Uganda,nonpoor,0.8,1949.16138885,0.23384429999999998,1.19728945644059,3389.137802709438,0.011764760488439231,0.6000000000000002
Uganda,poor,0.2,533.1039696,0.06975457,0.21084217423763948,965.9716145346052,0.015447515414953155,0.6000000000000002
Ukraine,nonpoor,0.8,8398.057313250001,0.10913350000000001,1.070232275705161,35290.406286193174,0.009110647900918577,0.0
Ukraine,poor,0.2,3732.4699170000004,0.03185545,0.7190708971793557,10654.777901181918,0.010094948139477136,0.0
United Kingdom,nonpoor,0.8,44907.786797500004,0.6278858,1.1023878082399456,153449.96442994237,0.006451817082870388,1.0
United Kingdom,poor,0.2,14564.687609999999,0.36570890000000006,0.5904487670402173,26839.485559406476,0.006722015662281659,1.0
United States,nonpoor,0.8,62905.999248299995,0.6432125,0.9083078101071975,203519.55670046975,0.025431352345481193,0.8000000000000004
United States,poor,0.2,13522.469806799998,0.38833190000000006,1.36676875957121,17788.135735420114,0.02576248762536957,0.8000000000000004
Uruguay,nonpoor,0.8,23401.106150199998,0.1757146,1.1374653434699675,82035.08342171201,0.003224869374178021,0.6000000000000002
Uruguay,poor,0.2,5552.804849199999,0.05289780000000001,0.4501386261201293,11571.085458601941,0.003580426149991642,0.6000000000000002
Vietnam,nonpoor,0.8,6450.57891753,0.1847556,1.2121241632821538,23731.462956658117,0.04142992571339971,0.8000000000000004
Vietnam,poor,0.2,1971.9746098799997,0.09144979,0.15150334687138525,8054.5768593103885,0.03817830698583609,0.8000000000000004
West Bank and Gaza,nonpoor,0.8,5006.24088579875,0.07598995,0.7291323979755782,17952.54176626503,0.005826770071711063,0.4000000000000002
West Bank and Gaza,poor,0.2,1670.5549218049998,0.01446696,2.083470408097687,4605.742199981794,0.005853931313055905,0.4000000000000002
"Yemen, Rep.",nonpoor,0.8,3060.3118543537494,0.01403569,1.1258259325689848,14000.437792332972,0.019026708791539684,0.2000000000000001
"Yemen, Rep.",poor,0.2,963.9817275849997,0.000864128,0.4966962697240606,4259.920985327321,0.019440578077367873,0.2000000000000001
Zambia,nonpoor,0.8,4402.516477263749,0.2458853,1.1908000603205102,10359.640297325628,0.007565834805681328,0.8000000000000004
Zambia,poor,0.2,525.9442959449999,0.05518931,0.23679975871795853,1159.2064757580017,0.012320935626814593,0.8000000000000004
Zimbabwe,nonpoor,0.8,2251.7100108599993,0.08131872,1.181860756403835,117.56828402259971,0.003813665341859313,0.8000000000000004
Zimbabwe,poor,0.2,554.56127656,0.008329735,0.2725569743846597,29.179451779685486,0.001986291347761952,0.8000000000000004
