country,macro_gdp_pc_pp,macro_pop,macro_urbanization_rate,macro_prepare_scaleup,macro_borrow_abi,macro_avg_prod_k,macro_T_rebuild_K,macro_pi,macro_income_elast,macro_rho,macro_shareable,macro_max_increased_spending,macro_fa_glofris,macro_protection,macro_tau_tax,n_cat_info__nonpoor,n_cat_info__poor,c_cat_info__nonpoor,c_cat_info__poor,axfin_cat_info__nonpoor,axfin_cat_info__poor,gamma_SP_cat_info__nonpoor,gamma_SP_cat_info__poor,k_cat_info__nonpoor,k_cat_info__poor,fa_cat_info__nonpoor,fa_cat_info__poor,v_cat_info__nonpoor,v_cat_info__poor,shew_cat_info__nonpoor,shew_cat_info__poor,shew_for_hazard_ratio,hazard_ratio_fa__earthquake,hazard_ratio_fa__flood,hazard_ratio_fa__surge,hazard_ratio_fa__tsunami,hazard_ratio_fa__wind,hazard_ratio_flood_poor,ratio_surge_flood
Sweden,43540.494391932596,9600379.0,0.85815,0.7333333333333333,0.9166666666666669,0.357367643802592,3,0.2,1.5,0.06,0.8,0.05,0.03404651566690384,1.0,0.358228320468,0.8,0.2,49244.299157275775,20725.275330559918,0.6711391999999999,0.5881995,1.0982175937151877,0.6071296251392501,140026.76066509564,49076.45711924678,0.0016455406260399293,0.0018197210535790891,0.26086893749999995,0.3000000000000001,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.0,0.00014696073448758985,0.0,0.0,0.0,0.00016251652397066045,0.0
Syrian Arab Republic,4959.392523364486,22845550.0,0.5765600000000001,0.6666666666666667,0.3333333333333333,0.270750756517352,3,0.2,1.5,0.06,0.8,0.05,0.05528907896355716,1.0,0.11658977550460248,0.8,0.2,5723.138971962616,1904.4067289719626,0.05367074,0.04674114,1.2130229697813566,0.14790812087457267,20995.350152097486,7604.539670352109,0.01294234309000775,0.012997649248533671,0.5,0.6999999999999998,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.0014138364335776069,0.0008431633889971074,0.0,0.0,0.0,0.0008543485370227505,0.0
Tajikistan,2431.65906854526,8207834.0,0.26781999999999995,0.6,0.3333333333333333,0.3854263244630784,3,0.2,1.5,0.06,0.8,0.05,0.07494478340376348,1.0,0.23509852414132776,0.8,0.2,2785.7694204021636,1015.217661117646,0.0047790770000000005,0.0,1.0609609193706946,0.7561563225172216,7391.9353673563965,1977.3154481669571,0.1030461974204976,0.1053428358340808,0.12597759214313936,0.43421459615058977,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.0206819283138263,0.013453174996699822,0.0,0.0,0.0,0.014132120373800157,0.0
Tanzania,2364.702756760789,49253126.0,0.31608,0.6666666666666667,0.3333333333333333,0.4132043671227497,3,0.2,1.5,0.06,0.8,0.05,0.01994023261418108,1.0,0.05508715963438852,0.8,0.2,2737.4390287952083,873.7576686231116,0.17232039999999998,0.0399119,1.1716744377352528,0.31330224905898857,6620.216059486825,2133.339106838648,0.009509659997168232,0.009109841005962543,0.4424472127146907,0.6999999999999998,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.0011270567368729149,0.0016836814506423683,0.0,0.0,0.0,0.0014783544444664696,0.0
Thailand,13931.811471326699,67010502.0,0.50374,0.6666666666666667,0.7416666666666667,0.24033636299972685,3,0.2,1.5,0.06,0.8,0.05,0.17032805698914133,1.0,0.496683847729024,0.8,0.2,16237.526269831267,4708.952277308424,0.4738743,0.35081870000000004,1.2002297949870953,0.19908082005161906,65574.98373555968,27539.9231932223,0.02600355298300753,0.02857026388589887,0.123626645,0.6523445999999999,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.00014815593903701597,0.01020323685696841,0.0,0.0,9.100487655836362e-08,0.011283249182344413,0.0
Togo,1345.9142762919698,6816982.0,0.39964,0.2,0.25,0.3708920312086315,3,0.2,1.5,0.06,0.8,0.05,0.02331605318040952,1.0,0.09408478348572086,0.8,0.2,1600.965031649298,325.7112548626567,0.04994747,0.01588689,1.1904806050676728,0.2380775797293073,4316.156257472139,879.6617576438972,0.006592943111399786,0.007357929208786434,0.6973988599523725,0.6999999999999997,0.1600000000000001,0.1600000000000001,0.20000000000000004,0.0,0.0017735631052221887,0.0,0.0,0.0,0.0019793514906834434,0.0
Turkey,18567.1347101229,74932641.0,0.7339699999999999,0.8666666666666666,0.6916666666666667,0.4121669094199699,3,0.2,1.5,0.06,0.8,0.05,0.029053408461022487,1.0,0.20902863839507535,0.8,0.2,21862.801121169712,5384.469065935641,0.05568721,0.02105567,1.1489184618632735,0.4043261525469056,53383.81559857427,11702.793909784528,0.012491500496259128,0.012735396283552736,0.22103853749999994,0.6999999999999998,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.0045414614020723,0.0004656116541737924,0.0,0.0,0.0,0.0005148966342635144,0.0
Uganda,1620.57693909325,37578876.0,0.16101,0.6666666666666667,0.5916666666666667,0.5735745521051661,3,0.2,1.5,0.06,0.8,0.05,0.005528611190306575,1.0,0.13979308297109444,0.8,0.2,1908.0267736649148,470.77760080658913,0.2165355,0.086366,0.9995660134347929,1.0017359462608275,3408.196581996805,494.2084379531091,0.013297355208101446,0.01745986242194255,0.3820205969835944,0.6999999999999998,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.0012651082425539134,0.0013591056706930818,0.0,0.0,0.0,0.002677641022858011,0.0
Ukraine,8508.01478731021,45489600.0,0.69695,0.0,0.05,0.2458541924399426,3,0.2,1.5,0.06,0.8,0.05,0.03942413210103664,1.0,0.3205803170794824,0.8,0.2,9549.183096907296,4343.341548921862,0.08083077000000001,0.014264940000000004,1.0531051510314866,0.7875793958740532,39971.919652807555,13142.008270935747,0.010244341993487557,0.011306927363534659,0.4153083161363591,0.6999999999999998,0.0,0.0,0.0,2.882617262792559e-05,0.0033156364721251106,0.0,0.0,0.0,0.0036665964965330216,0.0
United Kingdom,36931.4742257195,64106779.0,0.8259200000000001,0.8,0.8916666666666666,0.3031281747480405,3,0.2,1.5,0.06,0.8,0.05,0.039702368788305784,1.0,0.4298112880104,0.8,0.2,43500.66020361936,10654.730314120075,0.4958916,0.4119409000000001,1.1352035017195592,0.4591859931217638,147424.75898071518,19473.54027228927,0.007278937241804763,0.007571753446416214,0.2616344,0.2999999999999999,0.8,0.8,1.0,0.0004343719689760088,0.0003173063276500061,2.0811957578086325e-06,0.0,1.2421579747529434e-06,0.0003508931932286246,0.006558948172329625
United States,51340.4876279117,316128839.0,0.8161700000000001,0.7333333333333333,0.9166666666666669,0.3187368533465751,3,0.2,1.5,0.06,0.8,0.05,0.03695696893703195,1.0,0.11538,0.8,0.2,61159.355886749814,12065.01459255925,0.6209439999999999,0.33614190000000005,0.9292121684867394,1.283151326053042,197385.5065165849,15832.173510249466,0.006146934567777189,0.006505464067905524,0.27848915166168753,0.3927198494711082,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.0009274408682754756,0.0003761351525150738,0.0005511463887947571,0.0,0.0012686406715450365,0.0004159490474993918,1.4652881686528079
Uruguay,18965.8165353822,3407062.0,0.95311,0.6666666666666667,0.6333333333333333,0.29188665397069,3,0.2,1.5,0.06,0.8,0.05,0.017541884117561222,1.0,0.2125739772251163,0.8,0.2,22467.380413227133,4959.561024002445,0.08380116000000001,0.01661895,1.178730687376066,0.2850772504957361,77076.35522616447,16577.82191203261,0.0036408006639609227,0.004026179308643611,0.4000574124999999,0.6999999999999998,0.4800000000000001,0.4800000000000001,0.6000000000000001,0.0,0.00047732123293400466,0.0,0.0,0.0,0.0005278456715958711,0.0
Uzbekistan,5002.14912007417,30243200.0,0.36365,0.0,0.0,0.730183656731034,3,0.2,1.5,0.06,0.8,0.05,0.04642191618416965,1.0,0.2438273564246102,0.8,0.2,5787.486531925814,1860.7994726675915,0.009112436,0.0068921519999999995,1.0721988979691974,0.71120440812321,8113.39110695956,1799.1134701329227,0.052615302574615684,0.05336883796704391,0.12597759214313933,0.4342145961505898,0.0,0.0,0.0,0.00994997230838318,0.002777419436477829,0.0,0.0,0.0,0.0030714092032728918,0.0
"Venezuela, RB",17614.5982099448,30405207.0,0.8898999999999999,0.0,0.05,0.3131698078545005,3,0.2,1.5,0.06,0.8,0.05,0.03348260034475498,1.0,0.10523654069336187,0.8,0.2,21089.07770685641,3716.6802222983533,0.1806533,0.06972021,1.1813559335643726,0.2745762657425094,67445.85599539195,11447.361492627537,0.009188211289519068,0.009518642503026312,0.6764212741773349,0.6999999999999997,0.0,0.0,0.0,0.00261379197028119,0.00019304596697432042,1.8651842645045488e-05,0.0,2.7566897663318606e-05,0.00024878866383555267,0.09661865998747651
Vietnam,5124.60351980227,89708900.0,0.3359300000000001,0.5333333333333333,0.5916666666666667,0.2697045509948559,3,0.2,1.5,0.06,0.8,0.05,0.21090055076081826,1.0,0.2473288002342341,0.8,0.2,5955.429865450213,1801.2981372104978,0.1027114,0.03995232,1.1632366342832827,0.3470534628668686,22074.369545896378,6706.545680661636,0.04480580742008765,0.04114678639308155,0.217246825,0.3,0.6400000000000003,0.6400000000000003,0.8000000000000002,3.6318369649279915e-05,0.021067495460909996,0.0003827614231119424,0.0,0.00032309557201916367,0.019298055514955927,0.018168340124821335
"Yemen, Rep.",3832.28473991896,24407381.0,0.34606000000000003,0.33333333333333337,0.16666666666666666,0.2191314756601725,3,0.2,1.5,0.06,0.8,0.05,0.01983274670164713,1.0,0.0807873653534856,0.8,0.2,4414.7920203866415,1502.255618048232,0.016879240000000004,0.0,1.1169201633334649,0.5323193466661393,20200.69117732021,6639.824913536269,0.021405047390482174,0.0218706503370389,0.3,0.2999999999999999,0.1600000000000001,0.1600000000000001,0.20000000000000004,0.0019326639161914008,0.001917730339600173,0.0,0.0,0.0,0.0020303183778772674,0.0
Zambia,3799.54043558048,14538640.0,0.40922,0.8666666666666666,0.5416666666666667,0.425750249346411,3,0.2,1.5,0.06,0.8,0.05,0.01859221189872716,1.0,0.10816905053638777,0.8,0.2,4579.396109983373,680.1177379689059,0.17678870000000002,0.02737125,1.1900688416583771,0.2397246333664915,10772.4944947808,1531.7273682410212,0.008478560230470228,0.013807305801766949,0.4424472127146907,0.6999999999999998,0.6400000000000003,0.6400000000000003,0.8000000000000002,0.0007873851350866058,0.0011856720505928043,0.0,0.0,0.0,0.0030090528748168486,0.0
