country,hazard,rp,fa
Argentina,tsunami,1500.0,0.0
Argentina,tsunami,2000.0,0.0
Argentina,wind,20.0,0.0
Argentina,wind,50.0,0.0
Argentina,wind,100.0,0.0
Argentina,wind,250.0,0.0
Argentina,wind,500.0,0.0
Argentina,wind,1000.0,0.0
Argentina,wind,1500.0,0.0
Argentina,wind,2000.0,0.0
Armenia,earthquake,20.0,0.019978576691225918
Armenia,earthquake,50.0,0.049469733388142687
Armenia,earthquake,100.0,0.09257136291468444
Armenia,earthquake,250.0,0.19550798414873174
Armenia,earthquake,500.0,0.3074193144690861
Armenia,earthquake,1000.0,0.4524052090830547
Armenia,earthquake,1500.0,0.5329725163286817
Armenia,earthquake,2000.0,-3.5723300576128645e-15
Armenia,flood,20.0,0.019304572333111496
Armenia,flood,50.0,0.04986295365580394
Armenia,flood,100.0,0.06258738161011339
Armenia,flood,250.0,0.07514388937548717
Armenia,flood,500.0,0.08604071721356182
Armenia,flood,1000.0,0.08640252137624958
Armenia,flood,1500.0,0.0867643255569263
Armenia,flood,2000.0,0.0
Armenia,surge,20.0,0.0
Armenia,surge,50.0,0.0
Armenia,surge,100.0,0.0
Armenia,surge,250.0,0.0
Armenia,surge,500.0,0.0
Armenia,surge,1000.0,0.0
Armenia,surge,1500.0,0.0
Armenia,surge,2000.0,0.0
Armenia,tsunami,20.0,0.0
Armenia,tsunami,50.0,0.0
Armenia,tsunami,100.0,0.0
Armenia,tsunami,250.0,0.0
Armenia,tsunami,500.0,0.0
Armenia,tsunami,1000.0,0.0
Armenia,tsunami,1500.0,0.0
Armenia,tsunami,2000.0,0.0
Armenia,wind,20.0,0.0
Armenia,wind,50.0,0.0
Armenia,wind,100.0,0.0
Armenia,wind,250.0,0.0
Armenia,wind,500.0,0.0
Armenia,wind,1000.0,0.0
Armenia,wind,1500.0,0.0
Armenia,wind,2000.0,0.0
Australia,earthquake,20.0,0.0
Australia,earthquake,50.0,0.0
Australia,earthquake,100.0,0.0
Australia,earthquake,250.0,0.0
Australia,earthquake,500.0,0.0
Australia,earthquake,1000.0,0.0
Australia,earthquake,1500.0,0.0
Australia,earthquake,2000.0,0.03371455481300792
Australia,flood,20.0,0.004529950949903825
Australia,flood,50.0,0.008877994890171109
Australia,flood,100.0,0.013773374750803164
Australia,flood,250.0,0.022816457769878232
Australia,flood,500.0,0.02819987384747892
Australia,flood,1000.0,0.03247775362538989
Australia,flood,1500.0,0.03610518020088142
Australia,flood,2000.0,3.9422432791395524e-16
Australia,surge,20.0,0.0009220257549350396
Australia,surge,50.0,0.001076288390331282
Australia,surge,100.0,0.0012667275398814003
Australia,surge,250.0,0.0012676205496869608
Australia,surge,500.0,0.0012691070675479093
Australia,surge,1000.0,0.0012720801032698062
Australia,surge,1500.0,0.001275053138991703
Australia,surge,2000.0,9.855608197848881e-17
Australia,tsunami,20.0,0.0
Australia,tsunami,50.0,0.0
Australia,tsunami,100.0,0.0
Australia,tsunami,250.0,0.0
Australia,tsunami,500.0,0.0
Australia,tsunami,1000.0,0.0
Australia,tsunami,1500.0,0.0
Australia,tsunami,2000.0,0.028098210066651915
Australia,wind,20.0,0.00011019191456121081
Australia,wind,50.0,0.00041092189668177144
Australia,wind,100.0,0.0005690725593853001
Australia,wind,250.0,0.0006865926497970645
Australia,wind,500.0,0.000805742139638667
Australia,wind,1000.0,0.0008375415318840573
Australia,wind,1500.0,0.0008693436718519265
Australia,wind,2000.0,0.0
Austria,earthquake,20.0,0.0023652232415268017
Austria,earthquake,50.0,0.0066583910091192
Austria,earthquake,100.0,0.013682332121891953
Austria,earthquake,250.0,0.03062602419804627
Austria,earthquake,500.0,0.05144892183451787
Austria,earthquake,1000.0,0.08298816198289383
Austria,earthquake,1500.0,0.10861917895868346
Austria,earthquake,2000.0,4.088044633143805e-16
Austria,flood,20.0,0.0016233470851685966
Austria,flood,50.0,0.009436062697464971
Austria,flood,100.0,0.02497829728286346
Austria,flood,250.0,0.094671113720952
Austria,flood,500.0,0.13075084442301618
Austria,flood,1000.0,0.1775293435201091
Austria,flood,1500.0,0.2348524906512776
Austria,flood,2000.0,0.0
Austria,surge,20.0,0.0
Austria,surge,50.0,0.0
Austria,surge,100.0,0.0
Austria,surge,250.0,0.0
Austria,surge,500.0,0.0
Austria,surge,1000.0,0.0
Austria,surge,1500.0,0.0
Austria,surge,2000.0,0.0
Austria,tsunami,20.0,0.0
Austria,tsunami,50.0,0.0
Austria,tsunami,100.0,0.0
Austria,tsunami,250.0,0.0
Austria,tsunami,500.0,0.0
Austria,tsunami,1000.0,0.0
Austria,tsunami,1500.0,0.0
Austria,tsunami,2000.0,0.0
Austria,wind,20.0,0.0
Austria,wind,50.0,0.0
Austria,wind,100.0,0.0
Austria,wind,250.0,0.0
Austria,wind,500.0,0.0
Austria,wind,1000.0,0.0
Austria,wind,1500.0,0.0
Austria,wind,2000.0,0.0
Azerbaijan,earthquake,20.0,0.014719661010513098
Azerbaijan,earthquake,50.0,0.033503701307888524
Azerbaijan,earthquake,100.0,0.05844064303501718
Azerbaijan,earthquake,250.0,0.11028764085237334
Azerbaijan,earthquake,500.0,0.16296316947639003
Azerbaijan,earthquake,1000.0,0.227372314673266
Azerbaijan,earthquake,1500.0,0.2684657126218471
Azerbaijan,earthquake,2000.0,1.76396113173532e-15
Azerbaijan,flood,20.0,0.0032955693436369036
Azerbaijan,flood,50.0,0.0076620632472483635
Azerbaijan,flood,100.0,0.0122299680107568
Azerbaijan,flood,250.0,0.01748906991800581
Azerbaijan,flood,500.0,0.022781617172844736
Azerbaijan,flood,1000.0,0.03335566646175211
Azerbaijan,flood,1500.0,0.039584936995992
Azerbaijan,flood,2000.0,0.0
Azerbaijan,surge,20.0,0.0
Azerbaijan,surge,50.0,0.0
Azerbaijan,surge,100.0,0.0
Azerbaijan,surge,250.0,0.0
Azerbaijan,surge,500.0,0.0
Azerbaijan,surge,1000.0,0.0
Azerbaijan,surge,1500.0,0.0
Azerbaijan,surge,2000.0,0.0
Azerbaijan,tsunami,20.0,0.0
Azerbaijan,tsunami,50.0,0.0
Azerbaijan,tsunami,100.0,0.0
Azerbaijan,tsunami,250.0,0.0
Azerbaijan,tsunami,500.0,0.0
Azerbaijan,tsunami,1000.0,0.0
Azerbaijan,tsunami,1500.0,0.0
Azerbaijan,tsunami,2000.0,0.0
Azerbaijan,wind,20.0,0.0
Azerbaijan,wind,50.0,0.0
Azerbaijan,wind,100.0,0.0
Azerbaijan,wind,250.0,0.0
Azerbaijan,wind,500.0,0.0
Azerbaijan,wind,1000.0,0.0
Azerbaijan,wind,1500.0,0.0
Azerbaijan,wind,2000.0,0.0
Bangladesh,earthquake,20.0,0.0019106788681644495
Bangladesh,earthquake,50.0,0.00712114004781881
Bangladesh,earthquake,100.0,0.015463848992580926
Bangladesh,earthquake,250.0,0.03556644826869567
Bangladesh,earthquake,500.0,0.059306456274408746
Bangladesh,earthquake,1000.0,0.08893075095161494
Bangladesh,earthquake,1500.0,0.1102216144225168
Bangladesh,earthquake,2000.0,-2.459489231363492e-16
Bangladesh,flood,20.0,0.08066965714208507
Bangladesh,flood,50.0,0.12722481721594917
Bangladesh,flood,100.0,0.16012789796884308
Bangladesh,flood,250.0,0.2213194618205734
Bangladesh,flood,500.0,0.27179978794900733
Bangladesh,flood,1000.0,0.3229520362650243
Bangladesh,flood,1500.0,0.3309162461906837
Bangladesh,flood,2000.0,-3.9351827701815876e-15
Bangladesh,surge,20.0,0.0008781141559575466
Bangladesh,surge,50.0,0.001473019398222588
Bangladesh,surge,100.0,0.001816414666525932
Bangladesh,surge,250.0,0.0021963856345186697
Bangladesh,surge,500.0,0.002575702403004767
Bangladesh,surge,1000.0,0.002747459509838861
Bangladesh,surge,1500.0,0.0029192166166729545
Bangladesh,surge,2000.0,0.0
Bangladesh,tsunami,20.0,0.0
Bangladesh,tsunami,50.0,0.0
Bangladesh,tsunami,100.0,0.0
Bangladesh,tsunami,250.0,0.0
Bangladesh,tsunami,500.0,3.752726260814168e-05
Bangladesh,tsunami,1000.0,0.0007784379402186472
Bangladesh,tsunami,1500.0,0.0020770239608981617
Bangladesh,tsunami,2000.0,0.062056572230729114
Bangladesh,wind,20.0,0.002692744642010825
Bangladesh,wind,50.0,0.05772323399565862
Bangladesh,wind,100.0,0.08055604570370987
Bangladesh,wind,250.0,0.10592667571606328
Bangladesh,wind,500.0,0.11806528808907778
Bangladesh,wind,1000.0,0.13963608947613892
Bangladesh,wind,1500.0,0.14322841791246158
Bangladesh,wind,2000.0,0.0
Belarus,earthquake,20.0,0.0
Belarus,earthquake,50.0,0.0
Belarus,earthquake,100.0,0.0
Belarus,earthquake,250.0,0.0
Belarus,earthquake,500.0,0.0
Belarus,earthquake,1000.0,0.0
Belarus,earthquake,1500.0,0.0
Belarus,earthquake,2000.0,0.0
Belarus,flood,20.0,0.031870204274741694
Belarus,flood,50.0,0.054842721158564055
Belarus,flood,100.0,0.07072848644511046
Belarus,flood,250.0,0.10628226261999263
Belarus,flood,500.0,0.11393060426247371
Belarus,flood,1000.0,0.12922728756048424
Belarus,flood,1500.0,0.14026887821582634
Belarus,flood,2000.0,1.2981250708857896e-15
Belarus,surge,20.0,0.0
Belarus,surge,50.0,0.0
Belarus,surge,100.0,0.0
Belarus,surge,250.0,0.0
Belarus,surge,500.0,0.0
Belarus,surge,1000.0,0.0
Belarus,surge,1500.0,0.0
Belarus,surge,2000.0,0.0
Belarus,tsunami,20.0,0.0
Belarus,tsunami,50.0,0.0
Belarus,tsunami,100.0,0.0
Belarus,tsunami,250.0,0.0
Belarus,tsunami,500.0,0.0
Belarus,tsunami,1000.0,0.0
Belarus,tsunami,1500.0,0.0
Belarus,tsunami,2000.0,0.0
Belarus,wind,20.0,0.0
Belarus,wind,50.0,0.0
Belarus,wind,100.0,0.0
Belarus,wind,250.0,0.0
Belarus,wind,500.0,0.0
Belarus,wind,1000.0,0.0
Belarus,wind,1500.0,0.0
Belarus,wind,2000.0,0.0
Belgium,earthquake,20.0,0.0005790164605028291
Belgium,earthquake,50.0,0.0019358201733756318
Belgium,earthquake,100.0,0.0050472160154869045
Belgium,earthquake,250.0,0.01457167623880761
Belgium,earthquake,500.0,0.028424998996700285
Belgium,earthquake,1000.0,0.050720579567447355
Belgium,earthquake,1500.0,0.06834940136217012
Belgium,earthquake,2000.0,0.0
Belgium,flood,20.0,0.00010125717190744951
Belgium,flood,50.0,0.0009675454459544449
Belgium,flood,100.0,0.004144186816868069
Belgium,flood,250.0,0.01050107385074023
Belgium,flood,500.0,0.023231531173834995
Belgium,flood,1000.0,0.03431151447255382
Belgium,flood,1500.0,0.03966982229250676
Belgium,flood,2000.0,4.732391159959496e-17
Belgium,surge,20.0,0.0
Belgium,surge,50.0,0.0
Belgium,surge,100.0,0.0
Belgium,surge,250.0,0.0
Belgium,surge,500.0,0.0
Belgium,surge,1000.0,0.0
Belgium,surge,1500.0,0.0
Belgium,surge,2000.0,0.0
Belgium,tsunami,20.0,0.0
Belgium,tsunami,50.0,0.0
Belgium,tsunami,100.0,0.0
Belgium,tsunami,250.0,0.0
Belgium,tsunami,500.0,0.0
Belgium,tsunami,1000.0,0.0
Belgium,tsunami,1500.0,0.0
Belgium,tsunami,2000.0,0.0
Belgium,wind,20.0,0.0
Belgium,wind,50.0,0.0
Belgium,wind,100.0,0.0
Belgium,wind,250.0,0.0
Belgium,wind,500.0,0.0
Belgium,wind,1000.0,0.0
Belgium,wind,1500.0,0.0
Belgium,wind,2000.0,0.0
Benin,earthquake,20.0,0.0
Benin,earthquake,50.0,1.4832778315646577e-05
Benin,earthquake,100.0,0.00023193071548101914
Benin,earthquake,250.0,0.0007672591692366274
Benin,earthquake,500.0,0.001372706211393474
Benin,earthquake,1000.0,0.002357063317795474
Benin,earthquake,1500.0,0.00324028784477261
Benin,earthquake,2000.0,0.016227958433578903
Benin,flood,20.0,0.009399644287060886
Benin,flood,50.0,0.021507528058766805
Benin,flood,100.0,0.02896192360180339
Benin,flood,250.0,0.07122599951755963
Benin,flood,500.0,0.08004763321545882
Benin,flood,1000.0,0.09394522151146863
Benin,flood,1500.0,0.10102553490453184
Benin,flood,2000.0,0.0
Benin,surge,20.0,0.0
Benin,surge,50.0,0.0
Benin,surge,100.0,0.0
Benin,surge,250.0,0.0
Benin,surge,500.0,0.0
Benin,surge,1000.0,0.0
Benin,surge,1500.0,0.0
Benin,surge,2000.0,0.0
Benin,tsunami,20.0,0.0
Benin,tsunami,50.0,0.0
Benin,tsunami,100.0,0.0
Benin,tsunami,250.0,0.0
Benin,tsunami,500.0,0.0
Benin,tsunami,1000.0,0.0
Benin,tsunami,1500.0,0.0
Benin,tsunami,2000.0,0.0
Benin,wind,20.0,0.0
Benin,wind,50.0,0.0
Benin,wind,100.0,0.0
Benin,wind,250.0,0.0
Benin,wind,500.0,0.0
Benin,wind,1000.0,0.0
Benin,wind,1500.0,0.0
Benin,wind,2000.0,0.0
Bhutan,earthquake,20.0,0.0013219754507056718
Bhutan,earthquake,50.0,0.007214781171881559
Bhutan,earthquake,100.0,0.019689422243085987
Bhutan,earthquake,250.0,0.055950274125825906
Bhutan,earthquake,500.0,0.1053667847361944
Bhutan,earthquake,1000.0,0.17660256692689685
Bhutan,earthquake,1500.0,0.22841599262213066
Bhutan,earthquake,2000.0,3.209321509571627e-16
Bhutan,flood,20.0,0.06332161110842095
Bhutan,flood,50.0,0.09716611958088064
Bhutan,flood,100.0,0.0993718194762586
Bhutan,flood,250.0,0.10598891914903921
Bhutan,flood,500.0,0.11701741861257575
Bhutan,flood,1000.0,0.13060080817242728
Bhutan,flood,1500.0,0.1357738242328379
Bhutan,flood,2000.0,2.567457207657302e-15
Bhutan,surge,20.0,0.0
Bhutan,surge,50.0,0.0
Bhutan,surge,100.0,0.0
Bhutan,surge,250.0,0.0
Bhutan,surge,500.0,0.0
Bhutan,surge,1000.0,0.0
Bhutan,surge,1500.0,0.0
Bhutan,surge,2000.0,0.0
Bhutan,tsunami,20.0,0.0
Bhutan,tsunami,50.0,0.0
Bhutan,tsunami,100.0,0.0
Bhutan,tsunami,250.0,0.0
Bhutan,tsunami,500.0,0.0
Bhutan,tsunami,1000.0,0.0
Bhutan,tsunami,1500.0,0.0
Bhutan,tsunami,2000.0,0.0
Bhutan,wind,20.0,0.0
Bhutan,wind,50.0,0.0
Bhutan,wind,100.0,0.0
Bhutan,wind,250.0,0.0
Bhutan,wind,500.0,0.0
Bhutan,wind,1000.0,0.0
Bhutan,wind,1500.0,0.0
Bhutan,wind,2000.0,0.0
Bolivia,earthquake,20.0,0.007567311515946309
Bolivia,earthquake,50.0,0.019974033803186776
Bolivia,earthquake,100.0,0.03771509721036493
Bolivia,earthquake,250.0,0.07443289737429791
Bolivia,earthquake,500.0,0.11169231163428403
Bolivia,earthquake,1000.0,0.15301610383246306
Bolivia,earthquake,1500.0,0.17570316568201222
Bolivia,earthquake,2000.0,0.0
Bolivia,flood,20.0,0.015567075521602037
Bolivia,flood,50.0,0.025679563447008964
Bolivia,flood,100.0,0.031397120988967735
Bolivia,flood,250.0,0.035559388069289606
Bolivia,flood,500.0,0.04133263637215622
Bolivia,flood,1000.0,0.04257636105695204
Bolivia,flood,1500.0,0.04382008574174785
Bolivia,flood,2000.0,1.0855716275006547e-15
Bolivia,surge,20.0,0.0
Bolivia,surge,50.0,0.0
Bolivia,surge,100.0,0.0
Bolivia,surge,250.0,0.0
Bolivia,surge,500.0,0.0
Bolivia,surge,1000.0,0.0
Bolivia,surge,1500.0,0.0
Bolivia,surge,2000.0,0.0
Bolivia,tsunami,20.0,0.0
Bolivia,tsunami,50.0,0.0
Bolivia,tsunami,100.0,0.0
Bolivia,tsunami,250.0,0.0
Bolivia,tsunami,500.0,0.0
Bolivia,tsunami,1000.0,0.0
Bolivia,tsunami,1500.0,0.0
Bolivia,tsunami,2000.0,0.0
Bolivia,wind,20.0,0.0
Bolivia,wind,50.0,0.0
Bolivia,wind,100.0,0.0
Bolivia,wind,250.0,0.0
Bolivia,wind,500.0,0.0
Bolivia,wind,1000.0,0.0
Bolivia,wind,1500.0,0.0
Bolivia,wind,2000.0,0.0
Bosnia and Herzegovina,earthquake,20.0,0.0021205530082543124
Bosnia and Herzegovina,earthquake,50.0,0.005304564410778209
Bosnia and Herzegovina,earthquake,100.0,0.010751253247918247
Bosnia and Herzegovina,earthquake,250.0,0.02485268327246501
Bosnia and Herzegovina,earthquake,500.0,0.04173437819479636
Bosnia and Herzegovina,earthquake,1000.0,0.06415963283193725
Bosnia and Herzegovina,earthquake,1500.0,0.07949775749184138
Bosnia and Herzegovina,earthquake,2000.0,0.0
Bosnia and Herzegovina,flood,20.0,0.023312401040964527
Bosnia and Herzegovina,flood,50.0,0.037247507063576775
Bosnia and Herzegovina,flood,100.0,0.04702330318420164
Bosnia and Herzegovina,flood,250.0,0.0724520868360738
Bosnia and Herzegovina,flood,500.0,0.0879402401617056
Bosnia and Herzegovina,flood,1000.0,0.1029493346126909
Bosnia and Herzegovina,flood,1500.0,0.11188981059551781
Bosnia and Herzegovina,flood,2000.0,9.40072292621262e-16
Bosnia and Herzegovina,surge,20.0,0.0
Bosnia and Herzegovina,surge,50.0,0.0
Bosnia and Herzegovina,surge,100.0,0.0
Bosnia and Herzegovina,surge,250.0,0.0
Bosnia and Herzegovina,surge,500.0,0.0
Bosnia and Herzegovina,surge,1000.0,0.0
Bosnia and Herzegovina,surge,1500.0,0.0
Bosnia and Herzegovina,surge,2000.0,0.0
Bosnia and Herzegovina,tsunami,20.0,0.0
Bosnia and Herzegovina,tsunami,50.0,0.0
Bosnia and Herzegovina,tsunami,100.0,0.0
Bosnia and Herzegovina,tsunami,250.0,0.0
Bosnia and Herzegovina,tsunami,500.0,0.0
Bosnia and Herzegovina,tsunami,1000.0,0.0
Bosnia and Herzegovina,tsunami,1500.0,0.0
Bosnia and Herzegovina,tsunami,2000.0,0.0
Bosnia and Herzegovina,wind,20.0,0.0
Bosnia and Herzegovina,wind,50.0,0.0
Bosnia and Herzegovina,wind,100.0,0.0
Bosnia and Herzegovina,wind,250.0,0.0
Bosnia and Herzegovina,wind,500.0,0.0
Bosnia and Herzegovina,wind,1000.0,0.0
Bosnia and Herzegovina,wind,1500.0,0.0
Bosnia and Herzegovina,wind,2000.0,0.0
Botswana,earthquake,20.0,0.0012473905931761069
Botswana,earthquake,50.0,0.0027400738910059314
Botswana,earthquake,100.0,0.005137424128936249
Botswana,earthquake,250.0,0.011085000316669357
Botswana,earthquake,500.0,0.018764377305929694
Botswana,earthquake,1000.0,0.02954439130870093
Botswana,earthquake,1500.0,0.03724932676858602
Botswana,earthquake,2000.0,-1.6854820773473123e-16
Botswana,flood,20.0,0.00584621588861403
Botswana,flood,50.0,0.009676321323880788
Botswana,flood,100.0,0.011470253294025238
Botswana,flood,250.0,0.01458080102992363
Botswana,flood,500.0,0.01801873837773027
Botswana,flood,1000.0,0.023643433222480626
Botswana,flood,1500.0,0.025344238752081125
Botswana,flood,2000.0,3.3709641546946246e-16
Botswana,surge,20.0,0.0
Botswana,surge,50.0,0.0
Botswana,surge,100.0,0.0
Botswana,surge,250.0,0.0
Botswana,surge,500.0,0.0
Botswana,surge,1000.0,0.0
Botswana,surge,1500.0,0.0
Botswana,surge,2000.0,0.0
Botswana,tsunami,20.0,0.0
Botswana,tsunami,50.0,0.0
Botswana,tsunami,100.0,0.0
Botswana,tsunami,250.0,0.0
Botswana,tsunami,500.0,0.0
Botswana,tsunami,1000.0,0.0
Botswana,tsunami,1500.0,0.0
Botswana,tsunami,2000.0,0.0
Botswana,wind,20.0,0.0
Botswana,wind,50.0,0.0
Botswana,wind,100.0,0.0
Botswana,wind,250.0,0.0
Botswana,wind,500.0,0.0
Botswana,wind,1000.0,0.0
Botswana,wind,1500.0,0.0
Botswana,wind,2000.0,0.0
Brazil,earthquake,20.0,0.0
Brazil,earthquake,50.0,0.0
Brazil,earthquake,100.0,0.0
Brazil,earthquake,250.0,0.0
Brazil,earthquake,500.0,0.0
Brazil,earthquake,1000.0,0.0
Brazil,earthquake,1500.0,0.0
Brazil,earthquake,2000.0,0.0
Brazil,flood,20.0,0.004014941578900513
Brazil,flood,50.0,0.006482302371362548
Brazil,flood,100.0,0.009506105165155475
Brazil,flood,250.0,0.014086936977302593
Brazil,flood,500.0,0.017111009779111196
Brazil,flood,1000.0,0.0241938694641456
Brazil,flood,1500.0,0.02573718287631675
Brazil,flood,2000.0,0.0
Brazil,surge,20.0,0.0
Brazil,surge,50.0,0.0
Brazil,surge,100.0,0.0
Brazil,surge,250.0,0.0
Brazil,surge,500.0,0.0
Brazil,surge,1000.0,0.0
Brazil,surge,1500.0,0.0
Brazil,surge,2000.0,0.0
Brazil,tsunami,20.0,0.0
Brazil,tsunami,50.0,0.0
Brazil,tsunami,100.0,0.0
Brazil,tsunami,250.0,0.0
Brazil,tsunami,500.0,0.0
Brazil,tsunami,1000.0,0.0
Brazil,tsunami,1500.0,0.0
Brazil,tsunami,2000.0,0.0
Brazil,wind,20.0,0.0
Brazil,wind,50.0,0.0
Brazil,wind,100.0,0.0
Brazil,wind,250.0,0.0
Brazil,wind,500.0,0.0
Brazil,wind,1000.0,0.0
Brazil,wind,1500.0,0.0
Brazil,wind,2000.0,0.0
Bulgaria,earthquake,20.0,0.0032082472683172786
Bulgaria,earthquake,50.0,0.007840942461993669
Bulgaria,earthquake,100.0,0.014418504782868642
Bulgaria,earthquake,250.0,0.029924556120131406
Bulgaria,earthquake,500.0,0.04775561866283276
Bulgaria,earthquake,1000.0,0.07108890135978249
Bulgaria,earthquake,1500.0,0.08699634145028796
Bulgaria,earthquake,2000.0,-5.352337263517677e-16
Bulgaria,flood,20.0,0.004628414897919428
Bulgaria,flood,50.0,0.007109227810293773
Bulgaria,flood,100.0,0.010014400179807644
Bulgaria,flood,250.0,0.013446045936599382
Bulgaria,flood,500.0,0.01587320961544094
Bulgaria,flood,1000.0,0.01901732143986255
Bulgaria,flood,1500.0,0.021513715427411206
Bulgaria,flood,2000.0,-2.6761686317588387e-16
Bulgaria,surge,20.0,0.0
Bulgaria,surge,50.0,0.0
Bulgaria,surge,100.0,0.0
Bulgaria,surge,250.0,0.0
Bulgaria,surge,500.0,0.0
Bulgaria,surge,1000.0,0.0
Bulgaria,surge,1500.0,0.0
Bulgaria,surge,2000.0,0.0
Bulgaria,tsunami,20.0,0.0
Bulgaria,tsunami,50.0,0.0
Bulgaria,tsunami,100.0,0.0
Bulgaria,tsunami,250.0,0.0
Bulgaria,tsunami,500.0,0.0
Bulgaria,tsunami,1000.0,0.0
Bulgaria,tsunami,1500.0,0.0
Bulgaria,tsunami,2000.0,0.0
Bulgaria,wind,20.0,0.0
Bulgaria,wind,50.0,0.0
Bulgaria,wind,100.0,0.0
Bulgaria,wind,250.0,0.0
Bulgaria,wind,500.0,0.0
Bulgaria,wind,1000.0,0.0
Bulgaria,wind,1500.0,0.0
Bulgaria,wind,2000.0,0.0
Burkina Faso,earthquake,20.0,0.0
Burkina Faso,earthquake,50.0,0.0
Burkina Faso,earthquake,100.0,0.0
Burkina Faso,earthquake,250.0,0.0
Burkina Faso,earthquake,500.0,0.0
Burkina Faso,earthquake,1000.0,0.0
Burkina Faso,earthquake,1500.0,0.0
Burkina Faso,earthquake,2000.0,0.0
Burkina Faso,flood,20.0,0.01084567991487335
Burkina Faso,flood,50.0,0.014891666708054167
Burkina Faso,flood,100.0,0.018537390004498326
Burkina Faso,flood,250.0,0.019406868531530567
Burkina Faso,flood,500.0,0.020855999413916672
Burkina Faso,flood,1000.0,0.023754261172690323
Burkina Faso,flood,1500.0,0.02458366180196068
